ID,STUDY_YEAR,VISITAGE,SEX_1,SEX,SPAYED/NUTER Y/N,CALENDARYEAR,BODYFAT,BCS,PBCS,WEIGHT_KG,DIET_CLASS,RAWCOOK,PCT_HOMEMADE,HOW_STORE,HOW_STORE_O,ORIGINAL CONTAINER Y/N,WHERE_STORE,CLIMATE CONTROL Y/N,BRAND,BRAND/COMPANY (CLEANED),PARENT COMPANY,PERSCRIPTION Y/N,OTC THERAPEUTIC,DOG FOOD (COMMERCIAL OR HOMEMADE) Y/N,COMMERCIAL DOG TREAT Y/N,COMMERCIAL SUPPLEMENT ADDITION Y/N,FEEDFORM,FEEDTYPE,PROCESS CATEGORY,PROCESS SUBTYPE,PCTDIET,FEEDFREQ,FEEDAMT,FEEDAMTUNIT,GACPROT,GACFAT,GACFIBER,GACMOIST,FEEDLONG,FEEDLONGUNIT,FEEDAGE,FEEDAGEUNIT,STLLUSE,STARTDT,ENDDT
grls0VMC6E66,9,9.8,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Bright Minds Chicken 7 yrs +,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),29,14,3,12,NA,NA,NA,NA,Yes,2022-6-00,NA
grls17FS6T00,8,9.2,Female Spayed,Female,Y,2021,NA,NA,4,30.8443,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Shredded Blend Chicken and Rice Formula,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2021-3-00,NA
grls17FS6T00,9,10.2,Female Spayed,Female,Y,2022,NA,NA,6,32.6587,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Adult Complete Essentials Shredded Blend Chicken and Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2023-3-00,NA
grls1F7MX4EE,7,8.2,Male Neutered,Male,Y,2020,NA,NA,5,36.741,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Lamb & Oatmeal,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2019-6-00,NA
grls1F7MX4EE,8,9.2,Male Neutered,Male,Y,2021,NA,NA,5,36.1514,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,chicken and rice,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,9,5.5,12,NA,NA,NA,NA,Yes,2021-1-00,NA
grls1GO7OVJJ,6,8.3,Female Spayed,Female,Y,2021,NA,NA,NA,31.0258,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,ProPlan Focus Large Breed Chicken and Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
grls1JY67HOO,7,8.2,Female Spayed,Female,Y,2021,NA,NA,6,25.5826,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,Y,N,Y,N,N,Pro Plan Veterinary Diets EN Gastroenteric Canine Formula,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,10.5,2,12,NA,NA,NA,NA,Yes,2021-11-00,NA
grls1M17W388,6,8.1,Male Neutered,Male,Y,2021,NA,NA,NA,NA,Both,Cooked,25,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan SSS,Dry,Ultra Processed,CUP-D,NA,1 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2019-8-00,NA
grls1M17W388,7,9.1,Male Neutered,Male,Y,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Salmon and Rice,Dry,Ultra Processed,CUP-D,NA,1 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2020-1-00,NA
grls1OSZNF11,6,6.9,Female Spayed,Female,Y,2021,NA,NA,5,32.2958,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,One SmartBlend,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2020-12-00,NA
grls1OSZNF11,7,7.9,Female Spayed,Female,Y,2022,NA,NA,4,34.7906,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,One,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),30,17,4,12,NA,NA,NA,NA,Yes,2022-1-00,NA
grls21DHI677,7,7.7,Male Neutered,Male,Y,2022,NA,NA,6,33.5659,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2018-1-00,NA
grls23J9GHOO,6,7.4,Female Intact,Female,N,2020,NA,NA,NA,NA,Both,Cooked,25,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Bright Mind Large Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),29,14,5,12,NA,NA,NA,NA,Yes,2020-4-00,NA
grls23J9GHOO,7,8.4,Female Intact,Female,N,2021,NA,NA,4,28.1228,Both,Cooked,12.5,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N, Purina Pro Plan Adult 7+ Large Breed ,Dry,Ultra Processed,CUP-D,NA,1 per day,1,Cup(s),29,14,5,12,NA,NA,NA,NA,Yes,2018-1-00,NA
grls2BBFC88,7,9.3,Female Spayed,Female,Y,2020,NA,NA,5,29.2114,Both,Cooked,10,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,weight management,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),25,8,5.5,12,NA,NA,NA,NA,Yes,NA,NA
grls2BBFC88,8,10.2,Female Spayed,Female,Y,2021,NA,NA,5,30.8443,Both,Cooked,10,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Weight Management,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),27,9,9.5,12,NA,NA,NA,NA,Yes,2022-9-00,NA
grls2BBFC88,9,11.3,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Both,Cooked,15,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Adult weight management,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),27,9,5.5,12,NA,NA,NA,NA,Yes,2015-1-00,NA
grls2GVZEY99,6,6.5,Female Spayed,Female,Y,2020,NA,NA,5,25.0837,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,ProPlan Savor,Dry,Ultra Processed,CUP-D,NA,1 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2020-9-00,NA
grls2GVZEY99,7,7.5,Female Spayed,Female,Y,2021,NA,NA,4,26.8527,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,ProPlan,Dry,Ultra Processed,CUP-D,NA,1 per day,2,Cup(s),29,14,3,12,NA,NA,NA,NA,Yes,2016-4-00,NA
grls2JIWZ3TT,7,7.7,Male Intact,Male,N,2020,NA,NA,4,32.1597,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Sport All Life Stages Performance 30/20,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),30,20,3,12,NA,NA,NA,NA,Yes,2013-11-00,NA
grls2JIWZ3TT,8,9,Male Intact,Male,N,2022,NA,NA,5,31.4793,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Performance 30/20 Chicken & Rice,Dry,Ultra Processed,CUP-D,NA,1 per day,3,Cup(s),30,20,3,12,NA,NA,NA,NA,Yes,2014-9-00,NA
grls2PHOS9FF,8,8.8,Male Intact,Male,N,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Purina Pro Plan Sensitive Skin & Stomach,Dry,Ultra Processed,CUP-D,NA,3+ per day,1,Cup(s),26,16,412,12,NA,NA,NA,NA,Yes,2022-6-00,NA
grls31F8JJGG,8,10.2,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Performance 30/20,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),30,20,3,12,NA,NA,NA,NA,Yes,2022-6-00,NA
grls365KZSUU,7,9,Male Neutered,Male,Y,2020,NA,NA,4,36.5596,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Adult Sensitive Skin & Stomach,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,4.5,12,NA,NA,NA,NA,Yes,2020-8-00,NA
grls365KZSUU,8,9.9,Male Neutered,Male,Y,2021,NA,NA,5,36.2874,Both,Cooked,75,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Sensitive Stomach Salmon,Dry,Ultra Processed,CUP-D,NA,2 per day,4,Oz,26,12,4.5,12,NA,NA,NA,NA,Yes,2020-1-00,NA
grls38SUGH66,6,7.7,Male Neutered,Male,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,"Pro Plan, Chicken and rice",Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2019-10-00,NA
grls415JZ9NN,7,7.8,Male Neutered,Male,Y,2021,NA,NA,5,36.4689,Both,Cooked,90,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,weight control,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),27,9,13,12,NA,NA,NA,NA,Yes,2018-8-00,NA
grls487UKJ88,8,9.6,Female Spayed,Female,Y,2021,NA,NA,6,30.9804,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,ProPlan Lg breed weight management ,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),27,9.5,5.5,12,NA,NA,NA,NA,Yes,2019-11-00,NA
grls49XJC355,7,7.5,Male Intact,Male,N,2020,NA,NA,5,27.0341,Both,Cooked,17,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Focus Adult Large Breed formula,Dry,Ultra Processed,CUP-D,NA,2 per day,5,Oz,26,12,4.5,12,NA,NA,NA,NA,Yes,2018-6-00,NA
grls49XJC355,8,8.5,Male Intact,Male,N,2021,NA,NA,5,27.0795,Both,Cooked,14,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Bright Mind Adult 7+ Large Breed Formula,Dry,Ultra Processed,CUP-D,NA,2 per day,6,Oz,29,14,5,12,NA,NA,NA,NA,Yes,2020-9-00,NA
grls4EZBX0GG,8,9.9,Female Spayed,Female,Y,2021,NA,NA,4,25.8548,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,pro plan focus salmon and rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2019-11-00,NA
grls4EZBX0GG,9,10.9,Female Spayed,Female,Y,2022,NA,NA,4,25.8548,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Salmon and Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2022-1-00,NA
grls4NY92R33,8,9.1,Male Intact,Male,N,2022,NA,NA,9,43.4996,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro plan salmon rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2022-5-00,NA
grls4UW71QLL,6,7.4,Male Intact,Male,N,2021,NA,NA,5,38.2379,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Moist & Meaty,Dry,Ultra Processed,CUP-D,NA,3+ per day,3,Cup(s),18,7,3,33,NA,NA,NA,NA,Yes,2019-11-00,NA
grls4XT6VO22,8,8.6,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2021-12-00,NA
grls51QWI4UU,6,6.7,Male Neutered,Male,Y,2020,NA,NA,5,31.9783,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Salmon and rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2010-8-00,NA
grls51QWI4UU,7,7.8,Male Neutered,Male,Y,2021,NA,NA,6,34.4731,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2021-8-00,NA
grls51YUIQ66,7,9,Female Spayed,Female,Y,2021,NA,NA,5,26.3084,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,ProPlan Bright Minds,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),29,14,3,12,NA,NA,NA,NA,Yes,2017-11-00,NA
grls51YUIQ66,8,10,Female Spayed,Female,Y,2022,NA,NA,4,27.4424,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,ProPlan Bright Minds 7+,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),29,14,3,12,NA,NA,NA,NA,Yes,2022-1-00,NA
grls5EIKG100,7,7.7,Female Spayed,Female,Y,2021,NA,NA,4,22.6796,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),27,17,3,12,NA,NA,NA,NA,Yes,2016-1-00,NA
grls5FYRTNEE,7,9.5,Female Spayed,Female,Y,2021,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan overweight management,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),28,5,15,12,NA,NA,NA,NA,Yes,2018-1-00,NA
grls5R6O5YQQ,8,10.6,Male Neutered,Male,Y,2022,NA,NA,6,30.6175,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Proplan Adult 7+ Chicken,Dry,Ultra Processed,CUP-D,NA,3+ per day,3,Oz,29,14,3,12,NA,NA,NA,NA,Yes,2017-1-00,NA
grls5TTBTYY,6,7.8,Male Neutered,Male,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Salmon/Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2014-1-00,NA
grls5TTBTYY,7,8.8,Male Neutered,Male,Y,2021,NA,NA,5,27.3517,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Sensitive Skin and Stomach ,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2014-2-00,NA
grls63ITE4KK,6,6.8,Female Spayed,Female,Y,2021,NA,NA,5,25.1744,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Sport,Dry,Ultra Processed,CUP-D,NA,2 per day,3,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2014-6-00,NA
grls63ITE4KK,7,7.7,Female Spayed,Female,Y,2021,NA,NA,5,26.762,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Sport,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2016-6-00,NA
grls661NWWXX,9,10.1,Female Intact,Female,N,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Bright Mind Large Breed,Dry,Ultra Processed,CUP-D,NA,1 per day,1,Cup(s),29,14,5,12,NA,NA,NA,NA,Yes,2021-8-00,NA
grls6KJTTEWW,6,6.9,Female Spayed,Female,Y,2020,NA,NA,5,29.0299,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Focus,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),36,16,4,12,NA,NA,NA,NA,Yes,2019-3-00,NA
grls6KJTTEWW,7,7.5,Female Spayed,Female,Y,2021,NA,NA,5,29.5289,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Focus - Sensitive Skin and Stomach,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2019-1-00,NA
grls6KJTTEWW,8,8.6,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Both,Both,95,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Sensitive skin,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,No,2019-7-00,2022-2-00
grls6NLQBLVV,6,6.9,Male Neutered,Male,Y,2020,NA,NA,7,38.374,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Lamb and rice,Dry,Ultra Processed,CUP-D,NA,1 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2020-9-00,NA
grls6TMBXLHH,7,7.9,Female Spayed,Female,Y,2021,NA,NA,5,36.6049,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2021-1-00,NA
grls72YLOISS,7,7.5,Male Neutered,Male,Y,2021,NA,NA,6,42.8645,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro plan Sensitive skin and stomach salmon,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2018-1-00,NA
grls72YLOISS,8,8.6,Male Neutered,Male,Y,2022,NA,NA,6,42.1841,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro plan sensitive skin & stomach,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2022-1-00,NA
grls7EQ7E0EE,7,8.9,Male Neutered,Male,Y,2021,NA,NA,5,35.1081,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Bright Minds,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),29,14,3,12,NA,NA,NA,NA,Yes,2020-11-00,NA
grls7EQ7E0EE,8,10,Male Neutered,Male,Y,2022,NA,NA,6,33.3844,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Bright Minds,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),29,1614,3,12,NA,NA,NA,NA,No,2020-7-00,2022-3-00
grls7NDETY77,9,10.5,Male Neutered,Male,Y,2021,NA,NA,6,34.2916,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,ProPlan Sensitive Skin & Stomach Salmon & Rice Formula,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2019-3-00,NA
grls81UM1522,9,9.6,Male Neutered,Male,Y,2022,NA,NA,1,42.1841,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Por plan,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2022-3-00,NA
grls8J9DC77,8,8.6,Male Neutered,Male,Y,2021,NA,NA,6,36.2874,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Adult complete essentials ,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2021-6-00,NA
grls8J9DC77,9,9.6,Male Neutered,Male,Y,2022,NA,NA,7,37.6482,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Beef and rice,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2022-6-00,NA
grls8LDKQ11,7,7.4,Female Spayed,Female,Y,2021,NA,NA,5,25.8548,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Pro Plan Bright Minds,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),29,14,3,12,NA,NA,NA,NA,Yes,2021-1-00,NA
grls8LDKQ11,8,8.5,Female Spayed,Female,Y,2022,NA,NA,5,25.4012,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Senior,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),29,14,3,120,NA,NA,NA,NA,Yes,2021-1-00,NA
grls8MXMWKDD,7,7.9,Male Intact,Male,N,2021,NA,NA,5,36.9225,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,Y,Y,N,N,Sensitive Skin and Stomach,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,4,12,NA,NA,NA,NA,Yes,2021-11-00,NA
grls8SZ0PLUU,7,8.5,Female Spayed,Female,Y,2021,NA,NA,5,29.5743,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan Sport Active 26/16,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,26,3,12,NA,NA,NA,NA,Yes,2020-11-00,NA
grls8WD3CH77,8,8.5,Male Neutered,Male,Y,2021,NA,NA,5,37.1946,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,pro plan,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2019-1-00,NA
grls8WD3CH77,9,9.5,Male Neutered,Male,Y,2022,NA,NA,5,40.143,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2022-7-00,NA
grls9294K8BB,7,8,Female Spayed,Female,Y,2021,NA,NA,6,27.5784,Both,Raw,1,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,Pro Plan,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,12,NA,NA,NA,NA,Yes,2021-8-00,NA
grls9EQB4555,7,9.2,Male Neutered,Male,Y,2021,NA,NA,5,33.0669,Both,Both,25,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,ProPlan,Dry,Ultra Processed,CUP-D,NA,2 per day,4,Oz,26,16,3,12,NA,NA,NA,NA,Yes,2021-8-00,NA
grls9G4WHCTT,6,7.5,Female Spayed,Female,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Purina,Purina,Nestle Purina PetCare Company,N,N,Y,N,N,dog chow,Dry,Ultra Processed,CUP-D,NA,1 per day,3,Cup(s),21,10,4.5,12,NA,NA,NA,NA,Yes,2020-11-00,NA
