"ID","STUDY_YEAR","diagnosis_date","tracked_condition","phenotype","status","tier_of_confidence","is_cause_of_death","is_recurrence","is_adjudicated"
"grlsKY2U62AA",1,2015-10-21,"Chocolate toxicity","","definitive",2,1,0,1
"grlsKYFC2IPP",6,2021-03-17,"Soft tissue sarcoma - spindle cell sarcoma","1","definitive",1,0,0,0
"grlsKYFC2IPP",7,2022-04-25,"Hemangiosarcoma - other/not specified","","presumptive",2,1,0,0
"grlsL11M8L44",5,2020-08-18,"Unknown","","presumptive",3,1,0,0
"grlsL236FZEE",3,2017-05-31,"Nephroblastoma","","final",1,1,0,1
"grlsL4XIM1FF",8,2022-01-26,"Sepsis","","presumptive",3,1,0,0
"grlsL7E2G6QQ",7,2021-10-10,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsL7EU8JJJ",6,2020-05-14,"Soft tissue sarcoma - fibrosarcoma","","definitive",1,1,0,1
"grlsLE6Y7BPP",3,2018-02-28,"Leukemia","acute_leukemia","final",1,1,0,1
"grlsLFOHPMNN",9,2021-09-29,"Unknown","","presumptive",3,1,0,0
"grlsLKJCPSS",8,2022-08-16,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsLLH2XVSS",7,2022-06-05,"Histiocytic sarcoma","","final",1,0,0,1
"grlsLLH2XVSS",7,2022-06-05,"Pyometra","","presumptive",3,1,0,0
"grlsLLJFP811",4,2017-10-23,"Inflammatory bowel disease","","final",1,1,0,1
"grlsLMEV166",6,2019-08-28,"Liposarcoma","","definitive",1,0,0,0
"grlsLMEV166",7,2021-04-10,"Carcinoma - nasal","","final",2,1,0,1
"grlsLMFO85WW",3,2016-04-13,"Subarachnoid diverticula","","definitive",2,1,0,0
"grlsLP468HQQ",9,2022-04-10,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsLP468HQQ",9,2022-04-10,"Meningioma","","definitive",1,0,0,0
"grlsLP468HQQ",9,2022-03-15,"Soft tissue sarcoma - undifferentiated sarcoma","","definitive",1,0,0,0
"grlsLPJ4PKTT",5,2020-05-29,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsLS9QDI55",9,2022-05-21,"Diarrhea","","presumptive",3,1,0,0
"grlsLTT9QPPP",6,2021-06-23,"Unknown","","presumptive",3,1,0,0
"grlsLZHJ6B33",8,2022-05-17,"Hemangiosarcoma - splenic","","definitive",1,0,0,0
"grlsM1IE4PUU",4,2019-02-26,"Carcinoma - pulmonary","3","final",1,1,0,1
"grlsM2WNE1LL",5,2020-01-27,"Mast cell tumor - subcutaneous","not_typed","definitive",1,0,0,0
"grlsM4XBMROO",6,2021-06-16,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsM6DVEOJJ",7,2022-01-07,"Lymphoma - multicentric","t_zone","definitive",1,0,0,0
"grlsM77ODPWW",7,2021-02-10,"Adenocarcinoma - apocrine gland anal sac","","definitive",1,0,0,0
"grlsM77ODPWW",7,2021-10-18,"Mast cell tumor - subcutaneous","low","definitive",1,0,0,0
"grlsM77ODPWW",8,2022-02-22,"Adenocarcinoma - apocrine gland anal sac","","definitive",1,0,1,0
"grlsM866LITT",4,2018-03-21,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,0
"grlsM8FULL66",3,2016-07-27,"Brain tumor","","presumptive",2,1,0,0
"grlsM8MSLAAA",2,2017-01-05,"Carcinoma - squamous cell","","definitive",1,0,0,1
"grlsMBV2KEUU",7,2022-05-03,"Adenocarcinoma - apocrine gland anal sac","","final",1,0,0,1
"grlsMCWWZIVV",7,2021-11-29,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsMDNH1OCC",7,2021-10-21,"Carcinoma - other/not specified","","definitive",1,0,0,0
"grlsME01QPPP",7,2022-02-15,"Unknown neoplasia","","presumptive",3,1,0,0
"grlsME7WSB33",3,2016-10-05,"Trauma - hit by car","","definitive",3,1,0,0
"grlsMGAPGURR",6,2021-08-13,"Soft tissue sarcoma - fibrosarcoma","","final",1,0,0,1
"grlsMGE5UI55",8,2022-01-17,"Soft tissue sarcoma - other/not specified","2","final",1,0,0,1
"grlsMGE5UI55",8,2022-01-17,"Intervertebral disc disease","","definitive",1,1,0,0
"grlsMGT6NY55",7,2022-04-14,"Hemangiosarcoma - other/not specified","","presumptive",3,1,0,0
"grlsMH6Q1UZZ",2,2017-03-03,"Hepatitis","","final",1,1,0,1
"grlsMI3ZSXFF",6,2019-08-23,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsMJNZJKDD",7,2022-01-28,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsMKEVKDZZ",5,2018-09-12,"Brain tumor","","presumptive",3,1,0,0
"grlsMKO0FR44",6,2019-10-31,"Lymphoma - gastrointestinal","t_cell","final",1,1,0,1
"grlsMM8PZ7PP",5,2019-08-16,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsMN3IWOCC",5,2020-10-30,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsMNT4ZVKK",8,2022-08-23,"Carcinoma - mammary","1","final",1,0,0,1
"grlsMO697A11",3,2018-01-22,"Mast cell tumor - other/not specified","2_low","final",1,0,0,1
"grlsMOCF0544",7,2021-03-20,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsMP46ZTZZ",3,2018-07-30,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsMRYUH",4,2017-10-11,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,0
"grlsMSQR2KGG",7,2020-06-30,"Hemangiosarcoma - visceral","","definitive",1,1,0,1
"grlsMTFZ444",5,2020-06-28,"Soft tissue sarcoma - other/not specified","2","final",1,0,0,1
"grlsMTFZ444",6,2021-02-17,"Histiocytic sarcoma","","final",1,1,0,1
"grlsMTFZ444",6,2020-07-27,"Mast cell tumor - cutaneous","2_low","presumptive",3,0,0,0
"grlsMWI5AP99",7,2020-10-13,"Unknown","","presumptive",3,1,0,0
"grlsN09TPIMM",6,2020-12-19,"Evan's syndrome","","presumptive",3,1,0,0
"grlsN2EEIKK",5,2020-05-02,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsN38NYTQQ",7,2022-01-29,"Brain tumor","","final",2,1,0,1
"grlsN43KG77",8,2021-06-20,"Osteosarcoma - appendicular","","presumptive",2,1,0,0
"grlsN4RK7ERR",8,2021-12-23,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsN4YA0O33",6,2021-04-29,"Hemangiosarcoma - cardiac","","definitive",1,1,0,0
"grlsNDQY5Y55",8,2021-08-13,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsNE16VP22",8,2021-11-13,"Adenocarcinoma - apocrine gland anal sac","","definitive",2,1,0,0
"grlsNLA1YVWW",6,2021-03-26,"Unknown","","presumptive",3,1,0,1
"grlsNORN15AA",0,2014-09-11,"Aggression","","presumptive",3,1,0,0
"grlsNPCJ5533",8,2021-11-30,"CNS symptoms","","presumptive",3,1,0,0
"grlsNQQIB811",8,2021-10-17,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsNR40CYHH",5,2019-03-28,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsNXR9T1OO",8,2021-11-29,"Plasma cell tumor","","final",1,0,0,1
"grlsNYYNNTZZ",8,2022-03-25,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsO09CZUVV",6,2020-05-11,"Nasal tumor","","definitive",1,1,0,1
"grlsO2GZCJSS",7,2022-06-28,"Pericardial effusion","","definitive",1,1,0,1
"grlsO3BDIVWW",9,2022-01-07,"Hemangiosarcoma - cardiac","","definitive",1,1,0,1
"grlsO3NBGJ44",3,2017-01-03,"Mast cell tumor - subcutaneous","2_low","final",1,0,0,1
"grlsO3NBGJ44",7,2021-04-27,"Histiocytic sarcoma","","final",1,1,0,1
"grlsO45NQLBB",7,2021-04-15,"Hemangiosarcoma - cardiac","","definitive",1,1,0,0
"grlsO4I5K22",6,2021-11-03,"Soft tissue sarcoma - myxosarcoma","","definitive",1,0,0,0
"grlsO6ZGI6HH",7,2020-04-29,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsO93PIR55",5,2020-08-02,"Unknown neoplasia","","presumptive",3,1,0,0
"grlsO9O3O866",6,2021-03-11,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsOBKQCCRR",8,2021-03-25,"Adenocarcinoma - other/not specified","","final",1,0,0,1
"grlsOBKQCCRR",9,2022-06-28,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsOBKQCCRR",9,2022-06-28,"Adenocarcinoma - other/not specified","","definitive",1,0,0,0
"grlsOC6LS7RR",8,2021-04-01,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsOFX17FUU",8,2021-08-17,"CNS symptoms","","presumptive",3,1,0,1
"grlsOGRXTRQQ",8,2022-03-02,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsOH4TYPP",7,2021-12-01,"Mast cell tumor - other/not specified","2_low","final",1,0,0,1
"grlsOH931S00",6,2019-12-26,"Hemangiosarcoma - cardiac","","definitive",1,1,0,1
"grlsOIV56RAA",6,2019-10-24,"Foreign body complications","","presumptive",3,1,0,0
"grlsOMR9B833",7,2020-11-27,"Lymphoma - other/not specified","diffuse_large_b_cell","final",1,1,0,1
"grlsONZRBVGG",3,2016-02-10,"Mast cell tumor - cutaneous","1_low","definitive",1,0,0,0
"grlsOOOI48YY",7,2022-06-30,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsOOOMA633",7,2020-01-13,"Lymphoma - multicentric","t_cell","final",1,1,0,1
"grlsOPAIDMM",6,2018-11-10,"Meningioma","low","presumptive",2,1,0,0
"grlsOR8RUFF",7,2021-01-22,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsOWEYMMOO",7,2020-11-05,"Histiocytic sarcoma","","definitive",1,1,0,0
"grlsOWFES8PP",7,2021-08-15,"Lymphoma - multicentric","t_zone","definitive",1,0,0,0
"grlsOXU5V3OO",6,2020-11-05,"Lymphoma - multicentric","diffuse_large_b_cell","definitive",1,1,0,1
"grlsOZJNWLVV",0,2014-01-08,"Histiocytic sarcoma","","final",1,1,0,1
"grlsP4UM4RBB",6,2020-08-28,"Lymphoma - multicentric","t_zone","definitive",1,0,0,0
"grlsP64OVHBB",5,2019-07-02,"Epilepsy","","presumptive",3,1,0,0
"grlsP72QJKJJ",8,2022-01-14,"Lymphoma - gastrointestinal","not_typed","definitive",1,1,0,0
"grlsP8NTPTT",0,2014-08-17,"Myasthenia gravis","","presumptive",3,1,0,0
"grlsP8VUB3JJ",6,2021-05-05,"Renal failure","","presumptive",2,1,0,0
"grlsP90RNOJJ",6,2020-09-27,"Hemangiosarcoma - visceral","","definitive",1,1,0,0
"grlsP9JOSSVV",9,2022-06-21,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsPEWFWS33",8,2022-06-21,"Lymphoma - other/not specified","other","presumptive",2,1,0,0
"grlsPEX66ROO",7,2020-12-21,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsPFS0H300",7,2021-05-05,"Hemangiosarcoma - other/not specified","","presumptive",3,0,0,0
"grlsPFS0H300",8,2022-07-07,"Lymphoma - multicentric","t_zone","final",1,1,0,1
"grlsPGOLQCVV",8,2022-01-06,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsPGOOG3SS",7,2022-05-04,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsPJGEUQSS",0,2015-03-14,"Foreign body complications","","presumptive",3,1,0,0
"grlsPJLBR00",6,2021-02-19,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsPJP3KLUU",0,2015-01-13,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsPJVPX6LL",6,2020-09-29,"Mast cell tumor - cutaneous","2_low","definitive",1,1,0,0
"grlsPNSJCRRR",5,2020-09-22,"Lymphoma - other/not specified","other","presumptive",3,1,0,0
"grlsPOB9W8YY",9,2022-04-18,"Carcinoma - neuroendocrine","","final",1,1,0,1
"grlsPR5D1FCC",4,2019-06-27,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsPRHVI1TT",7,2020-10-21,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsPRKQET99",3,2018-12-26,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsPSGX9B77",7,2020-11-19,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsPSOP6XOO",7,2021-01-22,"Hemangiosarcoma - splenic","","presumptive",2,1,0,1
"grlsPSSZFMJJ",9,2022-06-29,"Unknown","","presumptive",3,1,0,0
"grlsPSXKAS55",8,2020-12-26,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsPWQFUS00",4,2019-09-27,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsPX57555",9,2022-03-17,"Histiocytic sarcoma","","final",1,1,0,1
"grlsPY4G7NBB",2,2016-01-29,"Renal failure","","presumptive",2,1,0,0
"grlsPYD0T2BB",7,2022-05-12,"Hemangiosarcoma - splenic","","definitive",1,0,0,0
"grlsPYFB000",8,2021-10-28,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsQ0VXQ4TT",5,2020-09-14,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsQ1PRHFQQ",7,2021-08-16,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsQ1ZR1WLL",5,2019-08-03,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsQ20T0I77",6,2019-06-03,"Soft tissue sarcoma - other/not specified","not_typed","presumptive",2,0,0,0
"grlsQ20T0I77",7,2021-02-12,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsQ317XJZZ",6,2020-02-17,"Lymphoma - other/not specified","not_typed","presumptive",3,1,0,0
"grlsQ8S41JJ",7,2022-07-25,"Histiocytic sarcoma","","final",1,1,0,1
"grlsQ8SLO5YY",7,2020-01-23,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsQB0MYGVV",7,2021-11-08,"Unknown neoplasia","","presumptive",2,0,0,0
"grlsQB0MYGVV",7,2021-11-08,"Immune mediated hemolytic anemia","","presumptive",2,1,0,0
"grlsQB8LEM77",5,2018-10-28,"CNS symptoms","","presumptive",3,1,0,0
"grlsQCGOBDLL",8,2021-06-20,"Unknown","","presumptive",3,1,0,0
"grlsQDPXP9",9,2021-12-19,"Hemangiosarcoma - visceral","","presumptive",3,1,0,0
"grlsQFKW3CTT",5,2020-02-09,"Lymphoma - multicentric","t_zone","final",1,0,0,1
"grlsQFKW3CTT",7,2021-04-11,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsQG8YIVYY",5,2020-06-22,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsQGFTFYJJ",4,2019-09-20,"Lymphoma - multicentric","b_cell","final",1,1,0,1
"grlsQHPLBW22",4,2019-12-21,"Trauma - accident","","presumptive",3,1,0,0
"grlsQKO57ROO",4,2017-10-27,"Mast cell tumor - subcutaneous","low","final",1,0,0,1
"grlsQLSYQ8DD",8,2021-04-30,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsQLVJS777",9,2022-07-31,"Pericardial effusion","","presumptive",2,1,0,0
"grlsQPD5GNUU",7,2022-01-24,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsQS90QGZZ",6,2020-11-09,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsQS90QGZZ",7,2021-11-20,"Unknown","","presumptive",3,1,0,0
"grlsQUEFMQ88",3,2018-05-04,"Brain tumor","","presumptive",3,1,0,0
"grlsQUSTS7QQ",2,2015-09-09,"Mast cell tumor - cutaneous","2_high","final",1,0,0,0
"grlsQUSTS7QQ",5,2018-11-29,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsQUSTS7QQ",8,2021-10-27,"Mast cell tumor - subcutaneous","2_low","final",1,0,0,1
"grlsQVINB9KK",7,2020-06-22,"Histiocytic sarcoma","","final",1,0,0,1
"grlsQVINB9KK",8,2021-05-31,"Unknown","","presumptive",3,1,0,0
"grlsQVL0ZFEE",9,2022-03-20,"Sepsis","","final",2,1,0,1
"grlsQX4G366",6,2021-11-23,"Soft tissue sarcoma - perivascular wall tumor","1","definitive",1,0,0,0
"grlsQYLHQ455",3,2018-08-03,"Cardiomyopathy - dilated","","final",1,1,0,1
"grlsQYVH1XNN",5,2018-06-15,"Lymphoma - gastrointestinal","t_cell","final",1,1,0,1
"grlsQZUDGZ44",7,2022-04-19,"Osteosarcoma - appendicular","","final",1,0,0,1
"grlsR00YVY99",5,2020-01-29,"Lymphoma - cutaneous","t_zone","final",1,0,0,1
"grlsR00YVY99",6,2020-06-14,"Round cell tumor","","definitive",1,0,0,1
"grlsR00YVY99",7,2021-06-14,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsR38AR777",7,2022-08-17,"Carcinoma - mammary","1","final",1,0,0,1
"grlsRBYRVGMM",4,2018-10-04,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsRBYRVGMM",6,2020-06-15,"Mast cell tumor - cutaneous","2_low","presumptive",3,0,1,0
"grlsRC7GLHQQ",8,2022-01-24,"Oral tumor","","presumptive",3,1,0,0
"grlsRDQWWU44",5,2019-12-01,"Carcinoma - pulmonary","","definitive",1,1,0,0
"grlsREUM9RDD",6,2022-02-13,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsRH18HHQQ",8,2021-09-13,"Fungal infection","","final",1,1,0,1
"grlsRHCMP4VV",5,2020-01-21,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsRJ637MKK",7,2021-10-02,"Histiocytic sarcoma","","presumptive",2,1,0,0
"grlsRKX90IRR",8,2021-06-17,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsRLC7RDEE",8,2022-02-11,"Lymphoma - gastrointestinal","peripheral_t_cell","final",1,0,0,1
"grlsRM9FC7HH",5,2019-12-09,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsRNHML3MM",4,2017-08-23,"Hemangiosarcoma - splenic","","presumptive",2,1,0,1
"grlsROHG65XX",7,2021-05-18,"Mast cell tumor - cutaneous","3_high","definitive",1,1,0,0
"grlsROVD4P44",0,2013-04-18,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsROVD4P44",6,2019-08-18,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsRP2416JJ",9,2022-08-23,"Carcinoma - nasal","","presumptive",2,1,0,0
"grlsRQDEUU",7,2022-05-03,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsRS38IETT",2,2017-12-11,"Hemangiosarcoma - cutaneous","low","definitive",1,0,0,0
"grlsRS38IETT",7,2022-03-03,"Unknown","","presumptive",3,1,0,0
"grlsRTE6CR33",8,2021-08-16,"Hemangiosarcoma - splenic","","definitive",1,1,0,0
"grlsRVOJXM00",7,2019-11-01,"Soft tissue sarcoma - peripheral nerve sheath tumor","","definitive",2,1,0,0
"grlsRWG7533",9,2021-11-11,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsRWMZKSJJ",8,2021-03-14,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsRXW9AQ55",8,2022-02-09,"Unknown neoplasia","","presumptive",3,1,0,0
"grlsS1MBLX",4,2019-03-06,"Carcinoma - mammary","3","final",1,1,0,1
"grlsS1WQW233",7,2021-10-18,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsS2RFRHMM",8,2022-04-26,"Carcinoma - mammary","3","final",1,1,0,1
"grlsS5MP02HH",7,2020-10-14,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsS5MP02HH",8,2021-11-09,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsS638JPWW",6,2020-12-10,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsS6M51JXX",5,2018-07-20,"Indeterminate","","final",1,1,0,1
"grlsS7XE7WNN",4,2017-12-26,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,0,0,1
"grlsS7XE7WNN",8,2021-07-08,"Cardiomyopathy - hypertrophic","","definitive",1,1,0,0
"grlsS7Y0MC88",7,2021-11-21,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsS8J4DGDD",7,2020-10-08,"Mast cell tumor - cutaneous","2_high","final",1,0,0,1
"grlsS8J4DGDD",8,2021-04-07,"Mast cell tumor - cutaneous","3_high","final",1,1,0,1
"grlsS99HCF44",6,2021-05-12,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsSAH71P66",7,2021-11-24,"Hemangiosarcoma - other/not specified","","final",1,1,0,1
"grlsSAMJ5IXX",7,2022-02-16,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsSAU48E33",0,2015-12-28,"Dysautonomia","","presumptive",3,1,0,0
"grlsSBR1O1DD",4,2020-01-19,"Brain tumor","","presumptive",3,1,0,0
"grlsSCESWCMM",6,2021-05-28,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsSCM2C99",2,2016-08-23,"Histiocytic sarcoma","","definitive",1,1,0,1
"grlsSD3RJBJJ",7,2020-10-15,"Leukemia","acute_leukemia","definitive",1,1,0,0
"grlsSD91L8VV",7,2022-07-28,"CNS symptoms","","final",3,1,0,1
"grlsSE979DGG",9,2022-08-22,"Leukemia","acute_myeloid_leukemia","definitive",1,1,0,1
"grlsSEOXLCQQ",6,2020-11-20,"Cardiomyopathy - dilated","","definitive",1,0,0,0
"grlsSFAY9511",5,2020-10-30,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsSHBIY7PP",8,2022-06-17,"Malignant melanoma","","final",1,0,0,1
"grlsSHC102",3,2018-01-15,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsSHC102",8,2022-08-15,"Unknown","","presumptive",3,1,0,0
"grlsSJP1SWLL",7,2021-10-25,"Lymphoma - multicentric","peripheral_t_cell","final",1,1,0,1
"grlsSKCE2M22",7,2021-10-26,"Unknown neoplasia","","presumptive",3,1,0,0
"grlsSOJUWZOO",5,2019-06-02,"Hemangiosarcoma - cardiac","","definitive",1,1,0,1
"grlsSPUWEPWW",3,2018-06-22,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsSXQXGEZZ",3,2017-05-19,"Adenocarcinoma - mammary","","definitive",1,0,0,0
"grlsSYDRUX77",8,2021-09-28,"Carcinoma - gastric","","final",1,1,0,1
"grlsSYFLK1II",6,2020-06-09,"Carcinoma - pulmonary","","final",1,1,0,1
"grlsSYI9RTQQ",8,2022-03-16,"Unknown","","definitive",2,1,0,0
"grlsSZR98S88",7,2022-02-10,"Renal dysplasia","","definitive",1,1,0,0
"grlsT13LR5ZZ",6,2021-01-26,"Hemangiosarcoma - splenic","","definitive",1,1,0,0
"grlsT1P6CE11",8,2021-03-10,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,0
"grlsT405U4OO",7,2022-07-06,"Hemangiosarcoma - other/not specified","","final",1,1,0,1
"grlsT54MH6FF",7,2021-11-23,"Hemangiosarcoma - visceral","","presumptive",2,1,0,0
"grlsT5K9SR99",5,2019-01-30,"Soft tissue sarcoma - spindle cell sarcoma","2","definitive",1,0,0,1
"grlsT9U2Q",4,2018-08-02,"Unknown","","presumptive",3,1,0,0
"grlsTBRVCWW",7,2022-06-05,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsTDVKJZ22",4,2020-03-02,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsTE8Q40BB",6,2021-04-22,"Leukemia","acute_myeloid_leukemia","definitive",1,1,0,0
"grlsTFDXIW55",7,2021-08-23,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsTFWJGUWW",6,2021-03-09,"Hemangiosarcoma - other/not specified","","final",1,1,0,1
"grlsTFWJGUWW",6,2020-06-10,"Mast cell tumor - subcutaneous","low","definitive",1,0,0,1
"grlsTFYUPD00",6,2021-11-29,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsTGIYGC55",6,2021-01-20,"Hemangiosarcoma - cutaneous","","final",1,1,0,1
"grlsTGJ10066",7,2021-08-08,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsTGQMBL11",6,2020-06-24,"Lymphoma - other/not specified","not_typed","definitive",1,0,0,0
"grlsTGQMBL11",6,2020-06-24,"Cardiomyopathy - hypertrophic","","definitive",1,1,0,0
"grlsTIM0LS55",2,2015-10-04,"Mast cell tumor - cutaneous","1_low","definitive",1,0,0,1
"grlsTIM0LS55",3,2016-08-30,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsTIM0LS55",4,2017-09-29,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsTIM0LS55",5,2018-12-07,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsTJS4UOXX",2,2016-12-29,"Lymphoma - multicentric","peripheral_t_cell","final",1,1,0,1
"grlsTK9649UU",7,2020-03-23,"Meningioma","1","final",1,1,0,1
"grlsTKN0KIDD",3,2017-04-14,"Unknown","","final",2,0,0,1
"grlsTO87VV",5,2019-11-03,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsTOWNL9UU",3,2016-11-16,"Histiocytic sarcoma","","final",1,1,0,1
"grlsTPL1L00",7,2021-12-19,"Other gastrointestinal","","definitive",1,1,0,0
"grlsTPTO4077",8,2021-12-13,"Soft tissue sarcoma - peripheral nerve sheath tumor","","presumptive",2,1,0,0
"grlsTS7JKJ00",4,2018-10-23,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsTTQ4VJ33",8,2021-09-20,"Hemangiosarcoma - cutaneous","","final",1,0,0,1
"grlsTTQ4VJ33",8,2022-01-31,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsTUZW86AA",6,2019-04-24,"Carcinoma - gastric","","final",1,1,0,1
"grlsTVVWBM66",7,2022-05-21,"Myelodysplastic syndrome","","final",2,1,0,1
"grlsU02GKYQQ",2,2017-05-10,"Mast cell tumor - other/not specified","high","definitive",1,1,0,1
"grlsU0QWVLMM",3,2017-12-22,"Trauma - fire","","definitive",3,1,0,0
"grlsU2A1VSGG",9,2022-07-21,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsU4RTY4CC",2,2016-12-16,"Soft tissue sarcoma - other/not specified","2","final",1,0,0,1
"grlsU4RTY4CC",3,2017-11-09,"Histiocytic sarcoma","","final",1,1,0,1
"grlsU6KIHA77",9,2022-07-03,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsU7K9XQ11",4,2019-11-05,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsU7K9XQ11",6,2021-08-29,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsU83MFF44",3,2017-11-20,"Hemangiosarcoma - cardiac","","definitive",1,1,0,1
"grlsU8TSK5XX",7,2022-04-05,"Lymphoma - multicentric","t_zone","definitive",1,0,0,1
"grlsU8WU81SS",7,2022-01-14,"Indeterminate","","presumptive",3,1,0,0
"grlsUAXKFPVV",3,2018-05-31,"Mast cell tumor - cutaneous","1","definitive",1,0,0,0
"grlsUB0LLIEE",9,2022-06-11,"Unknown","","presumptive",3,1,0,0
"grlsUC2R1BNN",8,2022-07-31,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsUCGVETQQ",3,2018-06-11,"Lower airway disease","","presumptive",3,1,0,0
"grlsUCM55K00",4,2020-03-06,"Brain tumor","","presumptive",2,1,0,0
